datetime,leader,follower,target,current,open_order
2017-08-05 09:47:25.858258,3186.9,234.5,0.13413339289055964,0.0140699070589,False
2017-08-05 09:48:38.775260,3187.4,234.37,0.13411773225950757,0.00435986348682,False
2017-08-05 09:48:48.777034,3187.1,234.37,0.13411773225950757,0.00383928736889,False
2017-08-05 09:48:58.777396,3186.5,234.39,0.13411773225950757,0.00761996204139,False
2017-08-05 09:49:08.793085,3186.0,234.4,0.13411773225950757,0.00969353817534,False
2017-08-05 09:49:18.806623,3186.0,234.4,0.13411773225950757,0.00969353817534,False
2017-08-05 09:49:28.812615,3186.3,234.4,0.13411773225950757,0.0083367449194,False
2017-08-05 09:49:38.815428,3186.0,234.4,0.1340946918484801,0.00940350261606,False
2017-08-05 09:49:48.825846,3186.0,234.45,0.1340946918484801,0.00498948816814,False
2017-08-05 09:49:58.837219,3185.6,234.36,0.1340946918484801,0.00118674716418,False
2017-08-05 09:50:08.852573,3185.6,234.36,0.1340946918484801,0.00147680819014,False
2017-08-05 09:50:18.853469,3185.4,234.37,0.1340946918484801,0.00471031149175,False
2017-08-05 09:50:28.854728,3185.3,234.35,0.1340946918484801,0.00260370459289,False
2017-08-05 09:50:38.862816,3185.1,234.32,0.1340719050742633,0.000450837864486,False
2017-08-05 09:50:48.863902,3185.1,234.32,0.1340719050742633,0.00202365570164,False
2017-08-05 09:50:58.879198,3185.1,234.3,0.1340719050742633,0.00115305200759,False
2017-08-05 09:51:08.879483,3185.1,234.32,0.1340719050742633,0.00173346685829,False
2017-08-05 09:51:18.879988,3185.1,234.32,0.1340719050742633,0.00173346685829,False
2017-08-05 09:51:28.887748,3185.1,234.28,0.1340719050742633,0.000572587599617,False
2017-08-05 09:51:38.907789,3185.3,234.27,0.13405005987409652,0.00035804571216,False
2017-08-05 09:51:48.908607,3185.2,234.22,0.13405005987409652,0.00391713392469,False
2017-08-05 09:51:58.919809,3185.2,234.21,0.13405005987409652,0.004207468192,False
2017-08-05 09:52:08.921371,3185.2,234.21,0.13405005987409652,0.004207468192,False
2017-08-05 09:52:18.922009,3185.2,234.21,0.13405005987409652,0.004207468192,False
2017-08-05 09:52:28.922590,3185.2,234.21,0.13405005987409652,0.004207468192,False
2017-08-05 09:52:38.923782,3185.6,234.2,0.1340307850291265,0.00622295490114,False
2017-08-05 09:52:48.924418,3185.4,234.19,0.1340307850291265,0.0103536513635,False
2017-08-05 09:52:58.929950,3185.2,234.19,0.1340307850291265,0.0235892554911,False
